Date,ALUA.BA Close,BBAR.BA Close,BMA.BA Close,BYMA.BA Close,CEPU.BA Close,COME.BA Close,CRES.BA Close,CVH.BA Close,EDN.BA Close,GGAL.BA Close,LOMA.BA Close,MIRG.BA Close,PAMP.BA Close,SUPV.BA Close,TECO2.BA Close,TGNO4.BA Close,TGSU2.BA Close,TRAN.BA Close,TXAR.BA Close,VALO.BA Close,YPFD.BA Close
2020-03-03,26.0,142.05,188.09,29.14,26.9,1.7,41.7,332.5,19.4,105.0,94.15,772.5,44.2,44.75,187.1,34.8,94.9,24.15,13.85,14.55,666.15
2020-03-04,27.0,142.05,196.04,29.44,27.8,1.74,42.1,340.0,20.5,109.4,97.25,796.5,46.55,46.35,195.2,37.0,97.9,25.0,13.85,14.9,669.1
2020-03-05,25.85,142.05,196.78,28.84,28.2,1.73,40.65,345.5,20.45,108.55,96.05,768.5,45.7,45.65,196.0,36.9,99.6,25.5,13.85,14.65,637.85
2020-03-06,25.65,142.05,182.46,28.59,27.0,1.65,39.95,330.0,19.3,102.15,96.65,744.0,43.85,43.4,191.0,35.75,94.5,24.0,13.85,14.45,604.05
2020-03-09,23.3,142.05,152.98,26.7,23.15,1.36,36.8,289.5,16.75,85.9,85.25,681.0,38.0,37.05,187.5,30.45,81.65,22.1,13.85,13.15,459.95
2020-03-10,23.85,142.05,166.1,28.04,24.85,1.47,39.7,314.0,18.7,93.2,85.55,724.5,40.65,39.0,203.7,32.8,88.6,23.25,13.85,13.5,517.1
2020-03-11,21.7,142.05,161.63,28.19,23.6,1.43,37.35,296.0,18.5,89.0,85.85,703.0,38.6,35.75,215.35,30.2,87.6,21.95,13.85,12.4,479.0
2020-03-12,19.35,142.05,138.9,27.25,20.3,1.34,34.6,271.0,18.5,78.9,70.0,669.0,36.9,28.35,200.8,26.55,86.3,20.0,13.85,11.1,419.7
2020-03-13,20.5,142.05,140.4,26.45,21.3,1.35,33.4,279.0,17.8,80.5,76.6,653.5,37.2,29.75,191.7,26.15,83.1,19.75,13.85,11.3,404.35
2020-03-16,17.95,142.05,123.47,25.71,21.05,1.16,30.6,260.5,15.8,66.15,70.5,530.0,34.7,26.6,183.1,23.75,75.65,17.95,13.85,9.93,353.0
2020-03-17,17.45,142.05,130.22,26.2,20.7,1.16,31.0,271.0,14.75,66.5,68.0,483.0,36.95,28.75,159.55,24.35,80.5,19.1,13.85,9.99,318.3
2020-03-18,14.0,142.05,108.65,23.4,17.7,1.0,25.6,228.0,13.4,55.15,56.6,412.0,34.9,25.3,135.95,20.25,70.4,15.8,13.85,8.96,235.6
2020-03-19,15.85,142.05,105.22,24.76,18.4,1.01,24.75,229.5,13.6,56.05,60.0,413.0,33.6,27.2,142.55,20.55,71.3,15.65,13.85,9.33,282.8
2020-03-20,17.4,142.05,112.39,23.87,19.9,1.04,25.15,239.0,14.35,61.05,62.05,425.0,34.35,27.8,143.6,21.25,72.55,16.3,13.85,9.83,319.1
2020-03-25,18.55,142.05,121.81,24.12,21.85,1.07,28.8,258.0,14.45,66.5,67.45,441.0,40.55,31.15,153.1,22.9,80.05,17.8,13.85,10.2,377.9
2020-03-26,19.15,142.05,117.95,23.72,20.1,1.06,28.45,264.0,14.25,65.5,63.8,443.5,38.8,29.75,143.05,21.65,75.15,17.0,13.85,9.79,356.15
2020-03-27,18.05,142.05,106.22,24.19,19.75,1.01,27.5,256.5,13.4,59.5,60.5,427.5,35.45,28.05,141.2,21.45,72.35,16.7,13.85,9.32,340.8
2020-03-30,18.4,142.05,107.76,23.37,19.75,1.01,27.6,262.5,13.45,57.95,60.2,417.0,35.7,28.45,157.0,22.2,72.15,17.35,13.85,9.25,345.5
2020-04-01,19.15,142.05,111.43,23.27,19.9,1.07,28.95,268.0,13.7,60.15,60.5,400.0,38.4,29.25,156.7,22.8,78.0,17.75,13.85,9.16,366.0
2020-04-02,19.75,142.05,116.44,22.95,20.75,1.12,29.0,287.0,13.9,64.25,65.3,417.0,37.75,29.65,156.9,23.1,80.0,18.25,13.85,9.3,383.0
2020-04-03,20.4,142.05,119.61,22.57,21.6,1.12,28.15,316.5,14.2,65.05,65.9,444.0,38.5,30.45,155.05,23.5,83.8,18.6,13.85,9.22,388.35
