Date,ALUA.BA Close,BBAR.BA Close,BMA.BA Close,BYMA.BA Close,CEPU.BA Close,COME.BA Close,CRES.BA Close,CVH.BA Close,EDN.BA Close,GGAL.BA Close,LOMA.BA Close,MIRG.BA Close,PAMP.BA Close,SUPV.BA Close,TECO2.BA Close,TGNO4.BA Close,TGSU2.BA Close,TRAN.BA Close,TXAR.BA Close,VALO.BA Close,YPFD.BA Close
2020-04-06,21.85,142.05,117.83,22.87,21.2,1.15,28.45,345.0,14.3,63.95,72.0,457.0,39.1,29.7,157.55,24.75,87.5,19.4,13.85,9.34,392.0
2020-04-07,22.7,142.05,113.82,22.87,21.2,1.15,29.2,321.0,15.05,62.9,79.0,469.5,38.7,28.95,157.2,25.35,85.15,19.75,13.85,9.48,378.45
2020-04-08,23.4,142.05,118.26,23.27,22.8,1.22,30.8,325.0,15.9,67.6,73.3,465.5,41.5,30.1,156.75,26.0,90.7,20.35,13.85,9.57,404.1
2020-04-13,24.65,142.05,126.32,25.16,23.6,1.21,33.8,315.5,16.1,70.05,72.2,450.0,41.85,31.9,165.9,25.85,90.9,20.15,13.85,9.99,406.1
2020-04-14,25.9,142.05,136.16,26.2,26.15,1.28,35.55,327.0,16.7,77.1,77.05,457.5,44.35,33.75,175.95,26.45,95.8,20.7,13.85,10.6,432.55
2020-04-15,25.85,142.05,147.89,27.75,25.75,1.32,35.25,340.0,17.15,82.85,79.9,468.5,46.8,36.1,181.65,26.3,97.5,21.15,13.85,10.95,437.05
2020-04-16,24.6,142.05,137.13,26.35,24.0,1.26,32.65,340.0,16.05,79.6,73.8,465.0,43.5,34.2,162.4,24.4,87.8,20.1,13.85,10.3,400.6
2020-04-17,25.65,142.05,130.84,26.3,24.3,1.3,33.25,380.0,16.35,75.85,74.9,472.5,41.7,34.0,161.15,24.65,90.25,20.1,13.85,10.45,401.85
2020-04-20,26.45,142.05,137.13,27.55,24.8,1.36,33.1,398.0,16.55,78.15,74.1,494.0,42.15,36.35,160.5,24.25,92.35,20.25,13.85,11.35,397.5
2020-04-21,26.45,142.05,131.84,28.54,25.0,1.45,32.8,378.0,16.3,75.6,73.95,485.0,42.15,35.2,167.0,23.8,92.0,19.75,13.85,11.8,381.1
2020-04-22,27.3,142.05,131.65,28.34,24.7,1.47,33.05,370.0,16.6,74.65,77.15,494.0,43.65,34.45,169.0,23.0,93.15,20.25,13.85,12.5,393.5
2020-04-23,27.55,142.05,133.61,28.04,24.5,1.49,33.7,362.5,16.45,71.6,76.1,475.0,43.7,33.7,160.25,22.2,97.5,20.25,13.85,12.75,396.75
2020-04-24,26.75,142.05,124.16,26.85,23.8,1.47,32.55,378.5,15.7,68.3,77.4,485.0,42.45,32.5,151.95,22.3,93.7,19.45,13.85,12.5,370.3
2020-04-27,27.75,142.05,126.55,27.05,23.7,1.57,35.4,394.5,16.75,69.75,79.2,580.0,43.2,32.9,155.55,21.95,97.05,20.15,13.85,12.7,377.0
2020-04-28,28.75,142.05,149.39,28.74,25.95,1.71,36.6,406.0,17.45,81.5,86.7,629.0,46.1,37.0,169.5,24.45,101.75,21.7,13.85,13.35,438.0
2020-04-29,29.2,142.05,148.74,28.49,26.7,1.7,36.1,403.0,16.8,82.55,82.35,630.0,46.35,38.55,161.25,23.9,100.9,21.8,13.85,13.4,451.65
2020-04-30,30.4,142.05,142.8,27.85,26.65,1.65,36.65,387.0,16.75,80.65,83.0,675.0,46.05,37.1,158.9,25.0,101.8,23.05,13.85,13.7,433.5
2020-05-04,30.15,142.05,142.84,27.0,25.5,1.64,35.6,385.5,16.8,81.45,77.95,660.5,45.0,36.95,157.55,25.0,97.2,24.75,13.85,14.0,419.6
2020-05-05,31.7,142.05,146.66,27.35,25.8,1.75,35.4,392.5,16.95,83.55,80.35,678.0,48.25,37.2,161.2,27.8,100.1,24.75,13.85,14.8,440.35
2020-05-06,31.85,142.05,150.24,28.14,26.55,1.83,35.25,394.0,17.35,86.55,83.3,673.0,48.7,39.25,163.0,29.6,101.25,27.95,13.85,15.05,439.8
2020-05-07,31.7,142.05,165.6,28.99,27.75,1.88,36.05,404.5,18.1,94.0,84.75,689.0,49.6,42.5,170.6,29.7,107.75,27.7,13.85,15.6,464.3
2020-05-08,30.4,142.05,166.18,29.34,28.4,1.89,38.4,397.0,18.6,94.35,83.85,674.0,50.4,44.0,168.75,30.0,110.45,27.0,13.85,16.2,477.45
2020-05-11,31.5,142.05,181.23,30.23,29.2,1.94,41.4,404.5,19.55,104.75,92.35,684.0,53.8,49.55,181.05,31.8,119.15,27.8,13.85,17.15,490.0
2020-05-12,31.3,142.05,188.71,31.28,31.0,1.95,45.5,402.5,20.05,105.9,98.2,707.0,53.85,49.4,181.7,31.55,122.05,28.7,13.85,17.9,519.65
2020-05-13,30.2,142.05,177.87,31.23,31.55,1.86,42.2,387.5,18.9,99.75,93.95,680.0,52.25,46.6,181.4,29.65,121.95,27.65,13.85,18.15,486.85
2020-05-14,31.35,142.05,180.57,34.31,33.7,1.87,40.15,395.0,19.75,104.5,93.4,697.0,54.85,48.4,183.55,30.2,127.4,28.9,13.85,18.8,510.2
2020-05-15,31.7,142.05,176.06,36.25,35.5,1.9,40.9,391.5,20.25,102.85,96.5,698.0,53.7,49.05,189.25,30.75,127.5,29.45,13.85,19.55,510.95
2020-05-18,31.6,142.05,178.33,37.34,35.55,1.96,41.55,400.0,20.85,106.65,99.75,715.0,55.75,50.85,193.05,31.35,127.3,29.55,13.85,20.95,527.25
2020-05-19,31.5,142.05,171.08,38.88,35.4,2.09,41.7,388.0,20.2,101.95,107.75,770.0,53.8,49.0,185.7,31.1,125.7,29.45,13.85,21.35,522.2
2020-05-20,30.65,142.05,175.21,39.68,34.85,2.25,42.55,386.5,20.15,104.8,106.9,765.0,52.85,53.0,188.3,30.45,125.8,28.4,13.85,21.35,533.3
2020-05-21,31.45,142.05,185.05,39.18,35.75,2.29,42.45,401.5,20.4,111.0,109.0,779.0,56.95,54.2,192.15,30.9,131.0,28.35,13.85,21.4,551.5
2020-05-22,31.35,142.05,182.89,39.63,36.5,2.27,41.0,414.0,19.95,109.35,108.6,787.0,54.3,56.5,187.6,30.45,130.25,27.75,13.85,21.55,548.6
2020-05-26,31.35,142.05,184.58,38.88,35.6,2.2,41.2,416.0,20.25,108.7,112.25,775.0,53.65,56.05,189.95,32.55,128.05,27.85,13.85,21.95,571.6
2020-05-27,32.15,142.05,179.72,38.69,35.15,2.11,40.9,396.5,20.2,107.65,106.45,739.0,49.85,53.7,188.7,33.65,122.6,27.85,13.85,22.1,589.9
2020-05-28,32.9,142.05,172.16,38.44,32.15,2.04,38.4,378.5,19.6,100.3,108.25,719.5,48.9,50.25,178.35,31.45,122.65,26.75,13.85,22.0,567.75
2020-05-29,33.8,142.05,152.37,37.94,30.0,1.99,36.5,382.0,18.75,93.15,105.9,730.0,47.6,47.25,184.75,30.35,121.5,25.9,13.85,21.3,561.4
2020-06-01,35.5,142.05,164.33,38.54,31.85,2.07,39.0,415.5,20.15,99.55,109.75,766.0,50.35,51.55,190.7,31.75,129.4,26.45,13.85,21.35,590.2
2020-06-02,36.9,142.05,183.23,39.38,32.95,2.12,41.9,421.5,21.85,107.95,115.2,772.0,52.15,55.65,195.0,34.0,133.0,27.4,13.85,21.65,626.6
2020-06-03,37.6,142.05,195.73,40.23,32.85,2.11,44.65,422.5,22.65,117.35,117.7,797.0,52.65,61.25,211.0,36.0,132.55,27.55,13.85,21.8,664.6
2020-06-04,38.35,142.05,193.61,39.38,31.8,2.03,44.3,409.0,23.25,117.45,114.2,808.5,51.25,59.8,222.0,35.5,132.55,27.45,13.85,21.9,668.75
2020-06-05,40.1,142.05,196.97,39.83,32.3,2.08,47.45,446.0,24.05,121.25,116.65,841.0,53.7,62.05,228.0,35.95,139.65,27.7,13.85,22.35,675.6
2020-06-08,41.95,142.05,214.64,39.93,35.45,2.14,49.05,475.5,27.35,133.5,122.4,870.0,57.45,67.6,259.35,39.05,152.2,30.0,13.85,23.15,753.05
2020-06-09,41.45,142.05,202.64,38.64,32.8,2.1,47.05,451.0,26.0,126.1,116.8,816.0,54.25,63.2,244.8,37.4,147.0,28.4,13.85,23.4,739.6
2020-06-10,41.75,142.05,202.22,39.23,33.3,2.11,46.95,454.5,28.65,127.8,117.1,845.0,53.45,63.05,237.35,37.6,142.4,28.3,13.85,23.4,725.2
2020-06-11,39.65,142.05,183.66,37.69,30.3,2.0,43.75,437.5,25.4,116.6,109.0,799.0,49.15,56.7,228.0,35.9,131.05,25.95,13.85,22.6,667.75
2020-06-12,39.65,142.05,187.75,38.54,29.85,2.0,41.95,440.0,25.5,119.6,106.15,824.5,49.15,58.95,223.2,36.9,127.8,26.0,13.85,22.7,669.7
2020-06-16,40.8,142.05,181.73,38.88,29.4,1.91,40.4,449.0,25.55,116.85,103.15,829.0,47.85,56.7,217.2,37.05,125.5,26.6,13.85,22.65,655.85
2020-06-17,38.9,142.05,168.19,38.79,28.0,1.84,38.8,434.5,23.9,109.95,98.45,814.0,45.5,52.9,206.5,35.1,119.15,26.0,13.85,22.3,623.1
2020-06-18,37.35,142.05,159.54,37.14,25.3,1.74,36.05,399.0,21.0,102.6,92.4,769.5,42.85,47.5,194.15,32.6,111.65,24.1,13.85,21.0,582.7
2020-06-19,39.45,142.05,173.16,38.59,28.05,1.82,37.1,418.5,22.35,113.95,99.85,819.0,45.75,51.65,206.3,34.8,119.65,24.8,13.85,21.8,621.85
2020-06-22,40.05,142.05,167.88,38.34,28.8,1.81,36.3,402.5,21.8,110.15,95.1,831.5,44.4,50.45,196.85,33.15,120.9,24.05,13.85,22.4,608.65
2020-06-23,40.25,142.05,168.69,39.03,29.6,1.89,35.95,410.0,21.8,111.85,98.35,872.0,44.55,50.9,199.0,32.6,119.7,23.45,13.85,22.9,611.1
2020-06-24,40.25,142.05,167.53,38.98,28.15,1.89,35.2,393.5,21.25,110.5,95.75,917.0,44.35,49.7,204.45,31.9,117.75,22.8,13.85,23.15,597.9
2020-06-25,40.7,142.05,175.25,39.68,28.9,1.94,36.3,405.5,22.7,116.25,98.6,943.5,47.7,54.35,206.85,33.65,124.5,23.55,13.85,23.9,618.45
2020-06-26,39.35,142.05,164.25,39.03,28.35,1.88,34.75,399.5,21.8,110.4,95.85,911.5,45.3,51.1,201.0,32.6,118.0,23.1,13.85,24.25,608.85
2020-06-29,38.8,142.05,161.51,38.79,28.0,1.87,33.4,403.0,21.85,109.8,94.2,933.5,45.7,50.4,194.2,33.15,119.0,23.2,13.85,25.45,615.3
2020-06-30,36.1,142.05,153.87,37.74,26.5,1.78,31.65,409.5,20.3,103.2,91.2,915.0,45.0,47.95,189.25,32.1,114.1,22.1,13.85,26.1,602.1
2020-07-01,37.5,142.05,159.5,38.09,26.95,1.79,32.95,427.5,20.85,105.95,92.85,933.0,47.65,50.7,193.25,32.25,120.4,22.35,13.85,27.0,623.05
2020-07-02,36.95,142.05,155.45,38.04,27.05,1.79,33.2,436.0,21.6,102.45,95.6,928.0,46.0,49.65,192.7,33.15,116.5,22.2,13.85,28.65,633.2
2020-07-03,36.65,142.05,158.46,37.34,27.05,1.8,33.7,444.5,21.45,104.0,97.9,924.0,47.45,49.5,195.25,34.95,117.95,22.8,13.85,27.65,627.9
2020-07-06,37.6,142.05,184.7,40.28,30.4,1.87,41.6,463.0,23.35,122.55,105.8,951.5,50.6,56.0,212.55,38.2,129.3,25.2,13.85,26.8,671.75
2020-07-07,36.95,142.05,177.99,41.12,30.4,1.88,39.7,467.0,23.25,119.9,99.9,917.0,49.8,55.15,207.45,38.15,125.5,25.1,13.85,25.95,664.0
2020-07-08,36.7,142.05,181.07,41.57,30.1,2.03,39.35,464.0,23.5,120.95,100.0,912.5,50.9,55.05,201.35,40.6,131.0,26.75,13.85,25.7,669.9
2020-07-13,36.5,142.05,186.74,42.02,29.8,2.05,39.9,460.0,23.55,126.15,102.3,891.0,51.0,55.25,205.7,41.4,127.0,27.25,13.85,26.15,680.9
2020-07-14,36.7,142.05,189.41,42.76,29.95,2.08,39.9,455.0,23.15,127.9,103.55,888.0,51.8,57.45,207.0,41.2,128.05,27.7,13.85,26.25,708.85
2020-07-15,37.35,142.05,198.01,43.06,30.7,2.16,40.5,462.0,23.65,131.9,108.7,902.0,52.7,60.5,209.95,40.75,130.95,27.45,13.85,26.25,727.0
2020-07-16,37.3,142.05,196.66,42.96,31.3,2.21,40.95,461.5,23.7,132.05,111.2,909.5,52.35,60.4,210.8,40.0,130.55,27.1,13.85,26.1,739.25
2020-07-17,38.3,142.05,197.39,43.76,31.35,2.2,42.6,458.0,24.0,131.6,114.55,915.5,51.7,61.9,216.9,39.5,128.75,27.25,13.85,25.6,745.65
2020-07-20,39.3,142.05,191.41,44.4,30.95,2.13,42.3,452.5,23.35,129.5,111.55,909.0,52.85,61.8,222.0,38.55,129.55,26.75,13.85,25.65,754.0
2020-07-21,40.25,142.05,197.28,44.25,31.85,2.16,42.0,461.0,24.0,134.7,118.2,921.5,54.85,63.8,227.55,39.75,136.8,27.15,13.85,25.8,758.95
2020-07-22,42.65,142.05,210.24,46.54,33.75,2.22,43.05,476.0,24.5,143.15,125.85,934.0,56.45,67.4,235.0,41.85,136.5,28.05,13.85,25.95,769.1
2020-07-23,41.35,142.05,209.24,46.84,33.8,2.18,44.4,459.5,23.75,143.05,127.35,936.0,56.15,66.8,235.0,40.05,138.25,27.5,13.85,25.9,773.15
2020-07-24,41.8,142.05,209.97,45.15,34.1,2.2,44.9,446.5,23.85,144.95,128.1,978.5,57.35,66.95,233.55,39.2,143.95,27.5,13.85,25.75,766.9
2020-07-27,42.9,142.05,217.84,44.55,34.1,2.24,47.45,434.5,23.9,150.9,133.95,1009.5,55.75,70.9,227.7,38.85,141.25,26.95,13.85,25.7,772.85
2020-07-28,42.5,142.05,211.24,45.95,33.55,2.37,48.7,436.5,23.8,146.1,130.0,1046.0,54.5,71.1,228.0,37.55,135.35,26.35,13.85,26.35,767.7
2020-07-29,43.7,142.05,212.79,46.29,32.7,2.45,47.3,444.5,23.2,145.95,132.6,1061.0,53.65,69.95,227.85,36.8,137.0,26.05,13.85,27.0,754.95
2020-07-30,44.95,142.05,207.69,46.74,32.95,2.45,46.15,447.0,23.4,147.1,131.0,1058.5,54.55,71.25,226.95,37.05,144.95,26.5,13.85,27.15,772.0
2020-07-31,45.7,142.05,205.8,47.44,32.5,2.45,46.25,446.0,23.7,149.35,128.6,1055.5,54.2,71.4,221.45,38.15,141.35,26.6,13.85,28.05,760.25
2020-08-03,47.0,142.05,225.75,50.62,34.55,2.53,48.6,458.5,24.5,164.7,136.25,1119.5,59.85,76.65,230.1,40.65,149.7,27.85,13.85,29.15,815.4
2020-08-04,47.7,142.05,218.46,53.01,35.4,2.6,47.25,466.5,25.55,159.7,141.15,1135.0,58.95,74.1,225.65,41.45,153.5,28.6,13.85,29.9,826.8
2020-08-05,46.65,142.05,211.9,54.5,33.4,2.57,45.3,452.5,26.45,154.55,135.9,1124.0,56.9,72.6,222.1,40.9,151.05,27.7,13.85,29.9,816.05
2020-08-06,46.7,142.05,213.17,52.36,34.0,2.54,44.45,453.0,27.6,156.6,147.9,1121.5,57.45,74.45,218.8,41.5,152.35,27.8,13.85,30.25,797.3
2020-08-07,47.9,142.05,219.27,52.96,34.75,2.73,44.05,455.5,28.0,162.15,147.5,1144.0,58.85,75.0,228.2,41.85,151.95,27.65,13.85,29.95,808.7
2020-08-10,49.15,142.05,219.08,53.16,35.45,2.77,43.7,462.5,27.05,158.95,145.9,1152.0,58.05,74.4,220.45,41.1,155.25,27.8,13.85,30.0,797.85
2020-08-11,51.7,142.05,210.55,52.51,35.05,2.7,43.45,459.0,25.55,154.75,144.15,1116.0,57.1,71.25,215.05,41.9,146.65,27.55,13.85,29.85,757.1
2020-08-12,50.4,142.05,198.9,50.52,33.75,2.54,43.0,443.5,25.7,149.35,136.0,1114.0,55.95,69.0,208.5,41.35,139.9,26.65,13.85,28.1,716.55
2020-08-13,51.4,142.05,202.56,51.17,34.45,2.58,43.45,438.5,25.75,149.95,134.7,1136.5,57.9,70.45,208.05,45.2,141.4,26.95,13.85,28.55,726.9
2020-08-14,48.85,142.05,200.36,49.33,34.7,2.49,42.6,440.0,25.0,145.05,132.05,1123.0,57.1,67.55,211.95,45.85,134.65,26.8,13.85,27.4,723.85
2020-08-18,46.35,142.05,189.17,47.74,32.3,2.41,44.2,420.0,23.85,137.3,133.35,1087.0,55.85,64.45,204.95,44.4,128.45,26.0,13.85,26.9,704.85
2020-08-19,48.1,142.05,191.3,48.33,32.75,2.48,45.9,429.5,24.6,138.2,134.6,1111.0,57.9,66.35,205.45,45.5,129.8,26.15,13.85,26.85,721.2
2020-08-20,49.85,142.05,192.07,48.03,32.7,2.72,46.1,420.5,24.5,137.8,136.1,1110.0,58.8,66.1,204.65,44.75,128.1,26.6,13.85,26.1,728.15
2020-08-21,49.15,142.05,189.44,49.33,31.95,2.75,46.8,416.5,24.05,135.8,134.05,1119.0,58.9,67.8,203.75,45.15,130.65,26.75,13.85,26.25,715.2
2020-08-24,50.1,142.05,188.09,49.23,31.5,2.86,44.5,376.0,23.0,135.2,128.45,1117.5,58.25,66.2,186.9,44.35,128.9,25.95,13.85,25.0,715.7
2020-08-25,51.1,142.05,190.56,51.27,31.0,2.8,45.5,366.0,22.3,133.95,130.8,1112.0,57.75,65.95,188.1,43.05,122.05,25.3,13.85,23.85,717.3
2020-08-26,49.85,142.05,182.81,54.35,31.5,2.76,44.2,369.0,22.2,130.25,124.75,1112.5,58.15,62.95,180.7,43.05,119.65,25.1,13.85,25.25,699.25
2020-08-27,48.25,142.05,171.16,55.64,30.95,2.72,42.65,348.0,21.55,124.8,117.9,1096.5,57.25,60.15,172.15,41.75,112.8,23.55,13.85,26.6,674.9
2020-08-28,47.8,142.05,184.39,55.04,32.95,2.97,45.4,353.5,22.9,133.05,129.15,1179.5,59.5,67.4,176.15,42.8,120.9,24.35,13.85,26.25,711.15
2020-08-31,49.15,142.05,187.09,55.64,32.75,3.1,45.65,355.0,22.55,133.35,127.3,1229.5,59.5,69.2,174.0,43.0,123.85,24.2,13.85,26.35,723.6
2020-09-01,49.45,142.05,186.36,55.39,31.75,3.07,44.2,363.0,22.1,131.95,128.0,1236.0,60.0,67.1,178.9,41.9,124.65,24.25,13.85,26.15,720.2
2020-09-02,48.05,142.05,181.23,52.46,30.9,2.96,42.65,350.5,21.85,125.85,123.1,1218.5,58.45,64.25,172.4,40.45,118.1,23.8,13.85,24.55,692.3
2020-09-03,47.65,142.05,183.89,52.81,30.05,2.98,41.85,338.0,21.65,125.7,122.6,1204.0,58.25,64.25,166.4,39.7,122.4,23.7,13.85,24.2,676.9
2020-09-04,48.45,142.05,181.92,55.09,30.05,3.02,42.65,356.5,21.55,126.1,122.5,1205.5,59.1,63.6,166.15,42.1,121.4,23.4,13.85,24.85,672.25
2020-09-07,49.2,142.05,185.62,57.03,30.35,3.1,42.9,366.5,22.15,129.95,126.35,1192.5,58.6,65.05,167.75,42.65,122.2,23.75,13.85,25.9,677.15
2020-09-08,49.5,142.05,181.84,59.57,30.45,3.08,42.1,383.5,21.5,128.1,125.8,1165.0,59.2,64.45,166.55,41.15,121.75,24.75,13.85,25.75,664.2
2020-09-09,50.8,142.05,183.89,61.36,30.7,3.09,41.65,422.0,21.8,131.45,125.0,1181.0,60.5,66.05,176.8,41.35,121.6,25.25,13.85,25.35,681.9
2020-09-10,51.2,142.05,187.9,61.46,30.6,3.13,41.25,399.5,22.3,133.2,126.4,1219.5,62.0,68.4,186.25,41.55,119.3,25.8,13.85,25.0,669.2
2020-09-11,50.2,142.05,180.07,58.97,30.3,3.09,40.9,387.0,21.9,127.6,131.8,1221.5,60.95,65.6,178.15,41.85,120.7,25.2,13.85,24.35,668.15
2020-09-14,50.2,142.05,174.51,56.74,29.75,2.98,40.65,373.5,21.25,121.1,128.2,1208.5,59.1,62.55,182.85,40.1,119.15,24.7,13.85,23.55,649.4
2020-09-15,50.3,142.05,173.43,57.33,29.75,2.91,39.9,368.0,21.2,118.55,131.4,1192.0,58.85,62.45,196.15,39.45,117.3,24.1,13.85,23.25,654.4
2020-09-16,49.4,142.05,158.93,53.4,27.5,2.73,38.7,343.5,19.85,107.85,121.25,1113.0,56.65,58.25,186.05,36.55,109.7,22.55,13.85,22.65,613.85
2020-09-17,43.5,142.05,153.83,48.43,26.45,2.58,37.55,328.5,18.65,102.05,109.65,1059.5,55.1,52.95,186.9,34.0,105.4,21.0,13.85,21.4,580.25
2020-09-18,44.5,142.05,161.9,49.33,28.05,2.65,38.75,350.5,21.0,107.45,114.15,1130.0,58.8,54.25,194.25,35.05,112.9,22.9,13.85,20.95,596.75
2020-09-21,43.0,142.05,158.27,47.69,27.55,2.6,38.5,360.0,20.6,105.7,117.0,1129.5,59.05,53.5,193.5,33.75,117.0,23.4,13.85,20.1,572.65
2020-09-22,44.6,142.05,158.42,48.73,28.6,2.67,39.45,354.5,21.45,104.45,119.0,1122.0,60.4,51.15,195.3,32.95,118.1,23.4,13.85,20.35,559.45
2020-09-23,46.55,142.05,155.26,50.37,28.9,2.69,39.2,348.0,22.0,103.2,114.0,1139.5,57.65,49.3,198.3,34.6,122.1,23.4,13.85,21.9,549.1
2020-09-24,47.1,142.05,160.62,52.06,29.55,2.76,39.95,347.5,22.45,110.65,118.9,1151.5,58.0,52.7,193.55,36.85,118.55,24.0,13.85,21.95,551.05
2020-09-25,47.45,142.05,163.4,52.61,30.85,2.75,42.1,341.5,22.5,107.5,122.45,1157.0,60.3,52.05,190.7,38.2,118.7,24.85,13.85,21.9,541.1
2020-09-28,48.45,142.05,162.17,52.46,30.1,2.67,40.5,342.0,22.25,106.0,123.1,1172.0,60.4,51.0,193.8,37.45,119.05,24.75,13.85,22.05,545.6
2020-09-29,49.8,142.05,162.01,52.36,31.1,2.59,39.7,349.5,21.8,107.2,123.55,1158.0,60.45,52.4,188.3,37.3,118.1,24.7,13.85,21.5,539.7
2020-09-30,46.8,142.05,160.2,49.82,30.15,2.53,40.05,339.5,22.75,105.9,129.55,1128.5,59.65,51.75,184.0,36.45,116.6,24.7,13.85,21.6,516.7
2020-10-01,48.0,142.05,165.79,52.11,31.3,2.67,43.2,343.0,23.3,108.95,131.2,1144.0,61.7,54.15,194.65,37.8,125.05,25.65,13.85,21.8,549.6
2020-10-02,49.9,142.05,165.25,52.26,31.75,2.71,42.8,346.5,23.35,109.45,135.8,1133.5,64.55,53.95,201.25,38.6,126.8,25.9,13.85,21.8,560.0
2020-10-05,50.9,142.05,163.32,53.6,31.7,2.74,43.45,348.5,23.1,107.8,142.15,1134.0,65.85,52.1,205.65,38.5,129.65,26.05,13.85,21.65,579.0
2020-10-06,53.2,142.05,161.12,52.56,32.45,2.61,44.45,345.0,21.95,105.2,144.6,1115.0,63.15,49.9,211.3,37.5,131.1,25.9,13.85,21.75,561.0
2020-10-07,54.0,142.05,162.71,52.71,33.65,2.56,45.9,354.0,21.5,106.5,144.0,1092.0,63.85,50.0,211.25,38.2,128.45,24.85,13.85,21.65,567.6
2020-10-08,53.0,142.05,167.41,52.66,34.25,2.64,47.15,361.5,21.85,109.95,147.15,1100.0,64.8,51.2,220.85,38.95,129.95,24.85,13.85,22.4,586.45
2020-10-09,52.8,142.05,168.22,53.3,33.65,2.62,48.35,362.5,22.3,107.8,140.85,1063.0,66.65,51.35,226.0,39.45,134.0,24.6,13.85,22.65,610.6
2020-10-13,51.1,142.05,165.02,52.61,34.8,2.7,49.7,360.0,22.75,107.8,138.9,1050.0,71.05,50.3,231.55,41.0,142.85,25.6,13.85,24.85,594.55
2020-10-14,52.7,142.05,165.99,52.91,36.45,2.72,50.95,374.0,23.85,107.75,143.8,1089.5,75.1,51.0,238.35,42.3,150.2,26.35,13.85,25.8,611.45
2020-10-15,54.1,142.05,171.5,53.3,35.9,2.76,50.6,385.5,24.75,109.7,148.55,1080.0,77.35,52.6,237.35,42.5,155.55,26.3,13.85,26.3,617.05
2020-10-16,53.7,142.05,177.48,52.41,35.95,2.72,49.35,402.0,26.4,114.3,152.95,1112.5,78.1,54.8,240.1,43.15,158.35,26.4,13.85,26.4,607.0
2020-10-19,50.9,142.05,178.6,52.76,37.3,2.8,49.1,415.0,29.05,115.35,156.95,1143.0,78.85,57.05,243.6,46.2,163.45,28.3,13.85,27.55,589.95
2020-10-20,51.0,142.05,173.7,53.75,39.0,2.83,49.6,420.5,29.5,113.75,152.8,1207.5,81.2,56.35,256.95,48.3,166.7,29.45,13.85,26.95,597.45
2020-10-21,52.2,142.05,174.78,54.5,39.4,2.85,51.2,427.0,28.95,115.0,155.95,1219.5,79.55,57.2,265.75,49.65,163.75,29.95,13.85,27.15,586.55
2020-10-22,52.3,142.05,181.23,53.65,40.75,2.83,51.9,426.5,29.25,119.9,157.8,1285.0,84.3,59.25,269.95,49.1,170.6,30.7,13.85,27.4,622.65
2020-10-23,52.8,142.05,180.26,55.34,41.0,2.87,56.4,414.0,30.55,118.8,160.9,1295.0,85.45,59.3,264.15,48.5,173.6,30.95,13.85,27.25,640.5
2020-10-26,51.3,142.05,167.18,52.71,39.75,2.78,53.4,383.5,29.45,112.2,147.55,1233.5,81.5,54.8,239.6,44.45,157.6,29.15,13.85,27.75,594.95
2020-10-27,49.65,142.05,158.08,52.81,37.05,2.65,49.1,358.0,27.65,106.05,139.2,1205.0,77.65,51.7,222.35,42.75,147.0,27.35,13.85,25.9,562.05
2020-10-28,47.0,142.05,143.65,49.67,34.15,2.42,46.25,350.5,25.7,97.95,133.2,1140.5,69.75,50.0,205.3,40.6,143.5,26.15,13.85,24.5,511.0
2020-10-29,48.8,142.05,148.31,51.61,36.15,2.44,49.45,372.5,26.75,100.55,134.9,1157.0,70.85,53.45,206.95,42.4,154.2,26.85,13.85,25.55,515.05
2020-10-30,51.4,142.05,143.61,52.11,34.1,2.38,49.0,384.5,26.45,96.4,134.05,1156.0,73.05,51.75,196.25,41.4,152.95,26.15,13.85,25.55,510.4
2020-11-02,51.5,142.05,157.42,54.2,34.95,2.5,53.8,421.5,27.0,107.85,137.25,1238.5,74.95,57.3,208.55,43.4,160.8,27.9,13.85,27.3,521.45
2020-11-03,49.9,142.05,158.23,55.44,36.7,2.59,54.95,410.5,27.25,108.85,143.65,1272.0,74.95,57.15,204.95,44.0,163.75,28.2,13.85,27.8,545.3
2020-11-04,49.45,142.05,153.83,52.91,35.55,2.55,53.5,408.0,26.6,107.35,142.05,1258.0,77.0,56.1,201.4,44.05,155.55,27.65,13.85,27.55,534.45
2020-11-05,49.75,142.05,163.52,55.34,36.9,2.61,55.45,409.5,27.45,115.0,142.9,1259.5,75.95,58.1,204.8,43.85,156.45,28.55,13.85,28.0,570.7
2020-11-06,49.95,142.05,165.18,54.65,38.45,2.65,54.35,407.0,27.95,115.25,139.05,1256.5,78.6,57.05,206.45,44.2,160.0,28.95,13.85,27.95,555.4
2020-11-09,50.4,142.05,176.06,55.19,37.8,2.75,56.45,415.0,27.6,122.3,135.45,1264.0,76.5,59.9,211.45,45.4,155.1,29.0,13.85,28.9,608.75
2020-11-10,49.1,142.05,189.33,57.38,38.65,2.79,56.25,435.0,28.8,128.75,139.7,1268.0,78.6,64.5,225.5,45.8,156.3,29.7,13.85,29.0,703.4
2020-11-11,49.85,142.05,182.96,59.57,37.6,2.71,56.0,455.0,28.9,125.7,149.0,1264.0,80.95,61.95,218.15,45.55,160.75,30.2,13.85,28.9,670.15
2020-11-12,49.55,142.05,173.16,57.93,35.95,2.67,54.05,426.5,27.75,119.1,147.4,1272.0,77.8,58.2,203.85,43.85,159.4,28.05,13.85,28.45,648.85
